País,Sigla,Continente,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Puerto Rico (US),PRI,SA,3024000000.0,3239000000.0,3369000000.0,3414000000.0,3535000000.0,3176000000.0,3211000000.0,3143000000.0,3193000000.0,3311000000.0,3439000000.0,3825000000.0,3974000000.0,3868000000.0,3303000000.0
Portugal,PRT,EU,8902000000.0,9038000000.0,10487000000.0,12945000000.0,14081000000.0,12357000000.0,12984000000.0,14911000000.0,14578000000.0,16080000000.0,17577000000.0,16007000000.0,17347000000.0,21586000000.0,24366000000.0
Paraguay,PRY,SA,87000000.0,96000000.0,112000000.0,121000000.0,128000000.0,225000000.0,243000000.0,261000000.0,291000000.0,299000000.0,314000000.0,348000000.0,356000000.0,399000000.0,393000000.0
West Bank and Gaza,PSE,AS,84000000.0,52000000.0,25000000.0,99000000.0,146000000.0,193000000.0,409000000.0,615000000.0,469000000.0,524000000.0,412000000.0,312000000.0,235000000.0,225000000.0,245000000.0
French Polynesia,PYF,OC,737000000.0,759000000.0,,,737000000.0,618000000.0,630000000.0,725000000.0,720000000.0,746000000.0,835000000.0,758000000.0,782000000.0,,
Qatar,QAT,AS,,,,,,,,4463000000.0,7220000000.0,8452000000.0,10576000000.0,12131000000.0,12593000000.0,15757000000.0,15239000000.0
Romania,ROU,EU,607000000.0,1324000000.0,1675000000.0,2073000000.0,2626000000.0,1688000000.0,1631000000.0,2016000000.0,1904000000.0,2307000000.0,2388000000.0,2229000000.0,2474000000.0,3553000000.0,3879000000.0
Russian Federation,RUS,EU,7262000000.0,7805000000.0,9720000000.0,12426000000.0,15821000000.0,12369000000.0,13239000000.0,16961000000.0,17876000000.0,20198000000.0,19451000000.0,13186000000.0,12822000000.0,14938000000.0,18735000000.0
Rwanda,RWA,AF,,67000000.0,148000000.0,177000000.0,224000000.0,223000000.0,224000000.0,298000000.0,337000000.0,364000000.0,376000000.0,427000000.0,443000000.0,496500000.0,547000000.0
Saudi Arabia,SAU,AS,,,,6907000000.0,6775000000.0,6744000000.0,7536000000.0,9317000000.0,8400000000.0,8690000000.0,9263000000.0,11183000000.0,13438000000.0,15020000000.0,16974000000.0
Sudan,SDN,AF,21000000.0,114000000.0,194000000.0,390000000.0,255000000.0,231000000.0,82000000.0,179000000.0,772000000.0,773000000.0,967000000.0,949000000.0,1009000000.0,1029000000.0,1043000000.0
Senegal,SEN,AF,286000000.0,334000000.0,329000000.0,622000000.0,640000000.0,475000000.0,464000000.0,525000000.0,469000000.0,495000000.0,482000000.0,417000000.0,439000000.0,470000000.0,557000000.0
Singapore,SGP,AS,5327000000.0,6209000000.0,7536000000.0,9066000000.0,10615000000.0,9225000000.0,14178000000.0,17929000000.0,18795000000.0,19231000000.0,19161000000.0,16617000000.0,18944000000.0,19891000000.0,20416000000.0
Solomon Islands,SLB,OC,3519999.98092651,6400000.09536743,30899999.6185303,33099998.4741211,31200000.7629395,39299999.2370605,50799999.2370605,65900001.5258789,65400001.5258789,70500000.0,64800003.0517578,60000000.0,71000000.0,79000000.0,92000000.0
Sierra Leone,SLE,AF,58000000.0,64000000.0,23000000.0,22000000.0,34000000.0,25000000.0,26000000.0,44000000.0,47000000.0,66000000.0,35000000.0,37000000.0,41000000.0,39000000.0,39000000.0
El Salvador,SLV,SA,748000000.0,656000000.0,686000000.0,793000000.0,711000000.0,549000000.0,646000000.0,729000000.0,900000000.0,1054000000.0,1285000000.0,1203000000.0,1161000000.0,1227000000.0,1370000000.0
Serbia,SRB,EU,220000000.0,308000000.0,416000000.0,1018000000.0,1114000000.0,986000000.0,950000000.0,1149000000.0,1080000000.0,1221000000.0,1352000000.0,1322000000.0,1461000000.0,1706000000.0,1941000000.0
Sao Tome and Principe,STP,AF,7700000.0,7300000.0,6700000.0,5000000.0,7700000.0,8300000.0,11100000.0,15900000.0,15000000.0,30900000.0,56100000.0,62500000.0,69100000.0,65900000.0,71900000.0
Suriname,SUR,SA,52000000.0,96000000.0,109000000.0,73000000.0,83000000.0,70000000.0,69000000.0,69000000.0,79000000.0,92000000.0,103000000.0,99000000.0,74000000.0,61000000.0,73000000.0
Slovak Republic,SVK,EU,931000000.0,1282000000.0,1655000000.0,2352000000.0,3096000000.0,2541000000.0,2334000000.0,2515000000.0,2365000000.0,2702000000.0,2642000000.0,2480000000.0,2812000000.0,3024000000.0,3318000000.0
Slovenia,SVN,EU,1725000000.0,1894000000.0,2075000000.0,2464000000.0,2955000000.0,2817000000.0,2808000000.0,3048000000.0,2793000000.0,2966000000.0,3052000000.0,2594000000.0,2717899902.34375,3055100097.65625,3377500000.0
Sweden,SWE,EU,7686000000.0,7628000000.0,9714000000.0,11889000000.0,11732000000.0,9769000000.0,10674000000.0,,,,,,,,
Eswatini,SWZ,AF,75099998.4741211,77300003.0517578,75099998.4741211,32200000.7629395,26299999.2370605,40099998.4741211,51400001.5258789,10100000.3814697,29100000.3814697,4199999.80926514,15600000.3814697,14199999.8092651,13199999.8092651,13199999.8092651,16399999.6185303
Sint Maarten (Dutch part),SXM,SA,,,,665000000.0,667000000.0,619000000.0,681000000.0,729000000.0,854000000.0,871000000.0,922000000.0,913000000.0,871000000.0,646000000.0,468000000.0
Seychelles,SYC,AF,256000000.0,269000000.0,323000000.0,396000000.0,408000000.0,349000000.0,352000000.0,380000000.0,429000000.0,484000000.0,481000000.0,483000000.0,505000000.0,585000000.0,611000000.0
Syrian Arab Republic,SYR,AS,1883000000.0,2035000000.0,2113000000.0,2972000000.0,3176000000.0,3781000000.0,6308000000.0,1816000000.0,,,,,,,
Togo,TGO,AF,25000000.0,27000000.0,23000000.0,38000000.0,44000000.0,73000000.0,105000000.0,209000000.0,206000000.0,233000000.0,233000000.0,212000000.0,223000000.0,245000000.0,269000000.0
Thailand,THA,AS,13054000000.0,12103000000.0,16624000000.0,20625000000.0,22510000000.0,19811000000.0,23796000000.0,30924000000.0,34565000000.0,41765000000.0,38451000000.0,44851000000.0,48459000000.0,57057000000.0,61383000000.0
Tajikistan,TJK,AS,9600000.38146973,9100000.38146973,11199999.8092651,16500000.0,23700000.7629395,19500000.0,141500000.0,184100006.103516,286600006.103516,233300003.051758,220199996.948242,146000000.0,149600006.103516,171600006.103516,170899993.896484
Timor-Leste,TLS,OC,,,20300000.0,26000000.0,14000000.0,16000000.0,24000000.0,18000000.0,21000000.0,29000000.0,35000000.0,51000000.0,58000000.0,73000000.0,78000000.0
Tonga,TON,OC,13100000.3814697,15000000.0,,15199999.8092651,18000000.0,18399999.6185303,17299999.2370605,32500000.0,40000000.0,47000000.0,38299999.2370605,46400001.5258789,52700000.7629395,48500000.0,48099998.4741211
Trinidad and Tobago,TTO,SA,568000000.0,593000000.0,517000000.0,621000000.0,557000000.0,548000000.0,630000000.0,650000000.0,852000000.0,856000000.0,875000000.0,809000000.0,708000000.0,717000000.0,541000000.0
Tunisia,TUN,AF,2432000000.0,2800000000.0,2999000000.0,3373000000.0,3909000000.0,3524000000.0,3477000000.0,2529000000.0,2931000000.0,2863000000.0,3042000000.0,1869000000.0,1706000000.0,1782000000.0,2320000000.0
Turkiye,TUR,AS,,20760000000.0,19137000000.0,21662000000.0,26446000000.0,26331000000.0,26318000000.0,30302000000.0,31566000000.0,37984000000.0,40028000000.0,35648000000.0,26505000000.0,31993000000.0,36791000000.0
Tuvalu,TUV,OC,,1200000.0,1200000.0,1500000.0,1900000.0,1500000.0,2400000.0,2400000.0,2700000.0,2400000.0,,,,,
Tanzania,TZA,AF,762000000.0,835000000.0,986000000.0,1215000000.0,1293000000.0,1192000000.0,1279000000.0,1383000000.0,1754000000.0,1939000000.0,2047000000.0,1924000000.0,2149000000.0,2265000000.0,2465000000.0
Uganda,UGA,AF,268000000.0,382000000.0,347000000.0,402000000.0,536000000.0,683000000.0,802000000.0,977000000.0,1157000000.0,960000000.0,984000000.0,1049000000.0,1118000000.0,954000000.0,1522000000.0
Ukraine,UKR,EU,2931000000.0,3542000000.0,4018000000.0,5320000000.0,6722000000.0,4349000000.0,4696000000.0,5406000000.0,5988000000.0,5931000000.0,2264000000.0,1662000000.0,1723000000.0,2019000000.0,2269000000.0
Uruguay,URY,SA,591000000.0,699000000.0,711000000.0,928000000.0,1195000000.0,1460000000.0,1669000000.0,2401000000.0,2666000000.0,2481000000.0,2341000000.0,2349000000.0,2396000000.0,2924000000.0,2708000000.0
United States,USA,SA,107210000000.0,116682000000.0,121030000000.0,134800000000.0,149094000000.0,137111000000.0,161821000000.0,178935000000.0,195113000000.0,213105000000.0,222746000000.0,230574000000.0,228549000000.0,233758000000.0,241984000000.0
"Venezuela, RB",VEN,SA,554000000.0,722000000.0,843000000.0,972000000.0,1097000000.0,1053000000.0,885000000.0,806000000.0,904000000.0,926000000.0,900000000.0,654000000.0,546000000.0,,
British Virgin Islands,VGB,SA,393000000.0,412000000.0,438000000.0,451000000.0,446000000.0,374000000.0,389000000.0,388000000.0,398000000.0,421000000.0,459000000.0,484000000.0,,,
Virgin Islands (U.S.),VIR,SA,1356000000.0,1432000000.0,1468000000.0,1513000000.0,1157000000.0,1021000000.0,1223000000.0,1122000000.0,1210000000.0,1168000000.0,1319000000.0,1324000000.0,1343000000.0,1202000000.0,993000000.0
Viet Nam,VNM,AS,1700000000.0,2300000000.0,2850000000.0,3750000000.0,3930000000.0,3050000000.0,4450000000.0,5710000000.0,6850000000.0,7250000000.0,7410000000.0,7350000000.0,8500000000.0,8890000000.0,10080000000.0
Vanuatu,VUT,OC,93000000.0,104000000.0,109000000.0,142000000.0,188000000.0,214000000.0,242000000.0,249000000.0,268000000.0,314000000.0,284000000.0,254000000.0,275000000.0,289000000.0,325000000.0
Samoa,WSM,OC,70000000.0,73800003.0517578,88400001.5258789,102400001.525879,111599998.474121,115199996.948242,123699996.948242,134899993.896484,148199996.948242,137199996.948242,147699996.948242,142399993.896484,148699996.948242,167000000.0,192300003.051758
"Yemen, Rep.",YEM,AS,,,,,,,1291000000.0,910000000.0,1005000000.0,1097000000.0,1199000000.0,116000000.0,116000000.0,,
South Africa,ZAF,AF,7571000000.0,8629000000.0,9211000000.0,10226000000.0,9178000000.0,8684000000.0,10309000000.0,10706000000.0,11202000000.0,10468000000.0,10484000000.0,9140000000.0,8807000000.0,9706000000.0,9789000000.0
Zimbabwe,ZWE,AF,194000000.0,99000000.0,338000000.0,365000000.0,294000000.0,129000000.0,135000000.0,164000000.0,174000000.0,183000000.0,186000000.0,191000000.0,194000000.0,158000000.0,191000000.0
