Sigla,País,Ano,Valor Bruto,Pontuação Final,Rank,Continente
JAM,Jamaica,2021,8.797135022324348,1.7762177960874426,53.0,SA
JAM,Jamaica,2024,8.826321405187192,1.7787930651635755,55.0,SA
JOR,Jordan,2019,4.792422531504785,1.4228608116033634,64.0,AS
JOR,Jordan,2021,5.558104989071616,1.4904210284474957,70.0,AS
JOR,Jordan,2024,6.579524025394806,1.5805462375348358,65.0,AS
JPN,Japan,2019,29.616550070647943,3.6132250062336415,13.0,AS
JPN,Japan,2021,46.77499379428966,5.127205334790264,8.0,AS
JPN,Japan,2024,52.89959608163408,5.667611418967713,7.0,AS
KAZ,Kazakhstan,2019,0.9737659500154476,1.085920525001363,100.0,AS
KAZ,Kazakhstan,2021,2.3486926005614976,1.207237582402485,87.0,AS
KAZ,Kazakhstan,2024,2.12327970387715,1.1873482091656309,94.0,AS
KEN,Kenya,2019,9.373415770758523,1.8270660974198696,44.0,AF
KEN,Kenya,2021,9.248248919511257,1.8160219634862875,52.0,AF
KEN,Kenya,2024,9.008953097276772,1.7949076262303034,53.0,AF
KGZ,Kyrgyz Republic,2019,0.5963624402002112,1.0526202153117834,109.0,AS
KGZ,Kyrgyz Republic,2021,0.825873668507691,1.0728712060447962,110.0,AS
KGZ,Kyrgyz Republic,2024,0.8690193936482541,1.076678181792493,110.0,AS
KHM,Cambodia,2019,6.965488781344591,1.6146019512951109,53.0,AS
KHM,Cambodia,2021,6.925403183833369,1.6110649868088267,63.0,AS
KHM,Cambodia,2024,4.308295094374967,1.3801436847977913,78.0,AS
KOR,"Korea, Rep.",2019,3.917178355599291,1.3456333843175845,70.0,AS
KOR,"Korea, Rep.",2021,4.995139977572858,1.440747645079958,74.0,AS
KOR,"Korea, Rep.",2024,4.91019143641094,1.4332521855656712,73.0,AS
KWT,Kuwait,2019,0.745456736945739,1.0657755944363887,105.0,AS
KWT,Kuwait,2021,1.286231439246309,1.1134910093452626,103.0,AS
KWT,Kuwait,2024,1.2941843175355716,1.1141927339001976,103.0,AS
LAO,Lao PDR,2019,2.6760557439830728,1.2361225656455652,80.0,AS
LAO,Lao PDR,2021,1.7705534939199363,1.1562253082870533,98.0,AS
LAO,Lao PDR,2024,1.476819725645758,1.1303076228510962,101.0,AS
LBN,Lebanon,2019,2.439637143007725,1.2152621008536229,84.0,AS
LBN,Lebanon,2021,5.47909900104426,1.4834499118568465,71.0,AS
LBN,Lebanon,2024,5.889256287339367,1.5196402606475912,66.0,AS
LKA,Sri Lanka,2019,16.447582437994033,2.4512572739406497,27.0,AS
LKA,Sri Lanka,2021,16.086895008525286,2.419431912516937,36.0,AS
LKA,Sri Lanka,2024,9.689314401601058,1.854939506023623,50.0,AS
LTU,Lithuania,2019,0.8824412225112549,1.0778624608098166,102.0,EU
LTU,Lithuania,2021,2.007352155037794,1.1771193077974524,94.0,EU
LTU,Lithuania,2024,1.894210495850936,1.1671362202221414,97.0,EU
LUX,Luxembourg,2019,6.180717628332768,1.5453574377940678,59.0,EU
LUX,Luxembourg,2021,8.268893428900578,1.7296082437265214,56.0,EU
LUX,Luxembourg,2024,9.974299688829868,1.880085266661459,49.0,EU
LVA,Latvia,2019,1.0746272813378464,1.0948200542356925,97.0,EU
LVA,Latvia,2021,2.3081777757134105,1.2036627449158892,90.0,EU
LVA,Latvia,2024,2.159914789869327,1.190580716753176,92.0,EU
MAR,Morocco,2019,13.04144574038642,2.150715800622331,35.0,AF
MAR,Morocco,2021,16.555978963885373,2.460821673284004,35.0,AF
MAR,Morocco,2024,14.790483569796123,2.3050426679231872,34.0,AF
MDA,Moldova,2019,0.1178285342802138,1.010396635377666,119.0,EU
MDA,Moldova,2021,0.3250844401629848,1.0286839211908516,118.0,EU
MDA,Moldova,2024,0.3694846128323414,1.0326015834852067,117.0,EU
MEX,Mexico,2019,31.152355714252007,3.7487372689045886,11.0,NA
MEX,Mexico,2021,28.59625255921808,3.523198755225124,15.0,NA
MEX,Mexico,2024,35.61587974686458,4.142577624723345,11.0,NA
MKD,North Macedonia,2019,0.6176428497351023,1.0544978985060385,108.0,EU
MKD,North Macedonia,2021,1.0567045051585393,1.0932386328081063,106.0,EU
MKD,North Macedonia,2024,0.9960629720405042,1.0878879092976916,109.0,EU
MLI,Mali,2019,2.659550603694833,1.2346662297377795,81.0,AF
MLI,Mali,2021,0.612206783446726,1.0540182455982403,112.0,AF
MLI,Mali,2024,0.6208047446328673,1.0547768892323115,114.0,AF
MLT,Malta,2019,18.51015405892814,2.633248887552483,22.0,EU
MLT,Malta,2021,22.09308259812568,2.9493896410110896,23.0,EU
MLT,Malta,2024,21.147277000683843,2.865936205942692,26.0,EU
MNE,Montenegro,2019,6.627803155606654,1.5848061607888224,55.0,EU
MNE,Montenegro,2021,9.649822150053222,1.8514548955929315,50.0,EU
MNE,Montenegro,2024,9.092008437590923,1.802236038610964,52.0,EU
MNG,Mongolia,2019,2.820316380240641,1.2488514453153507,77.0,AS
MNG,Mongolia,2021,8.01722523824159,1.7074022269036695,58.0,AS
MNG,Mongolia,2024,9.110911663221115,1.803903970284216,51.0,AS
MUS,Mauritius,2019,7.614224671376743,1.6718433533567714,49.0,AF
MUS,Mauritius,2021,8.775513903320515,1.7743100502929867,54.0,AF
MUS,Mauritius,2024,8.989144571389973,1.7931598151226449,54.0,AF
MWI,Malawi,2019,3.715318016027012,1.3278221778847363,72.0,AF
MWI,Malawi,2021,0.5683908826446908,1.0501521367039433,113.0,AF
MWI,Malawi,2024,0.5348520624720923,1.0471928290416552,115.0,AF
MYS,Malaysia,2019,9.307984327427322,1.821292734772999,45.0,AS
MYS,Malaysia,2021,10.115940839518828,1.8925830152516607,49.0,AS
MYS,Malaysia,2024,8.07163821572442,1.7122033719756842,58.0,AS
NAM,Namibia,2019,5.315088902371597,1.4689784325621995,62.0,AF
NAM,Namibia,2021,7.637288117775105,1.6738783633330976,59.0,AF
NAM,Namibia,2024,7.456553876620843,1.6579312244077211,62.0,AF
NGA,Nigeria,2019,0.4566124238564203,1.040289331516743,112.0,AF
NGA,Nigeria,2021,1.7918569373147504,1.1581050238807131,97.0,AF
NGA,Nigeria,2024,2.002525759979957,1.176693449409996,95.0,AF
NIC,Nicaragua,2019,5.9859708681018535,1.528173900126634,60.0,SA
NIC,Nicaragua,2021,4.222242318693944,1.3725507928259362,80.0,SA
NIC,Nicaragua,2024,3.688250587558254,1.325433875372787,81.0,SA
NLD,Netherlands,2019,19.157851470036785,2.6903986591208926,21.0,EU
NLD,Netherlands,2021,36.45180964202983,4.216336144884985,13.0,EU
NLD,Netherlands,2024,34.51113474420096,4.04510012448832,15.0,EU
NPL,Nepal,2019,6.734549049367171,1.5942249161206328,54.0,AS
NPL,Nepal,2021,6.214854566810124,1.5483695206008932,67.0,AS
NPL,Nepal,2024,5.4239750073289485,1.4785860300584366,71.0,AS
NZL,New Zealand,2019,26.73214911685714,3.358719039722689,15.0,OC
NZL,New Zealand,2021,26.138436038693698,3.306332591649444,17.0,OC
NZL,New Zealand,2024,22.465538598975947,2.982253405791995,23.0,OC
OMN,Oman,2019,4.4518693383635854,1.3928120004438458,67.0,AS
OMN,Oman,2021,6.232864101498961,1.5499585971910848,66.0,AS
OMN,Oman,2024,5.573477298394254,1.491777408681846,68.0,AS
PAK,Pakistan,2019,1.475166622824497,1.1301617608374557,88.0,AS
PAK,Pakistan,2021,3.6622901585056735,1.3231432492799124,82.0,AS
PAK,Pakistan,2024,4.45702877872156,1.3932672451813142,76.0,AS
PAN,Panama,2019,10.976000771148083,1.968470656277772,41.0,SA
PAN,Panama,2021,10.875427491864889,1.959596543399843,46.0,SA
PAN,Panama,2024,11.089031857818066,1.9784439874545352,45.0,SA
PER,Peru,2019,12.87105155914564,2.135681019924616,37.0,SA
PER,Peru,2021,15.873083218120168,2.4005661663047206,38.0,SA
PER,Peru,2024,14.122833937856468,2.246132406281453,38.0,SA
PHL,Philippines,2019,13.3966196162271,2.182054672020038,34.0,AS
PHL,Philippines,2021,14.881932976378051,2.313111733209828,39.0,AS
PHL,Philippines,2024,13.09407593546902,2.155359641364914,41.0,AS
POL,Poland,2019,10.179198402742427,1.898164564947861,43.0,EU
POL,Poland,2021,19.44702510711084,2.715913980039192,29.0,EU
POL,Poland,2024,18.596355171838404,2.6408548681033883,28.0,EU
PRT,Portugal,2019,49.31951049096188,5.351721513908401,5.0,EU
PRT,Portugal,2021,43.74359694209248,4.8597291419493365,9.0,EU
PRT,Portugal,2024,34.52679377155869,4.046481803372825,14.0,EU
PRY,Paraguay,2019,0.975457000931215,1.0860697353762836,99.0,SA
PRY,Paraguay,2021,1.732735219894148,1.152888401755366,100.0,SA
PRY,Paraguay,2024,1.7164691318553666,1.1514531586931205,100.0,SA
QAT,Qatar,2019,1.2738214548809192,1.112396010724787,93.0,AS
QAT,Qatar,2021,2.010632140815303,1.1774087183072326,93.0,AS
