Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2026-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Continent,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,SpecialNotes
Panama,PAN,NA,121000000,140000000,165000000,181000000,190000000,188000000,174000000,179000000,208000000,239000000,271000000,271000000,307000000,366000000,338000000,398000000,505000000,415000000,862000000,942000000,1055000000,1144000000,921000000,1184000000,1412000000,465000000,
Peru,PER,SA,297000000,350000000,434000000,453000000,443000000,423000000,545000000,606000000,641000000,643000000,752000000,798000000,968000000,1122000000,1088000000,1276000000,1356000000,1439000000,1592000000,1589000000,1879000000,2042000000,2191000000,2604000000,277460009765625,733000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Philippines,PHL,AS,422000000,1266000000,1935000000,1950000000,1605000000,1642000000,1711000000,1626000000,1413000000,1275000000,3018000000,2754000000,3030000000,3789000000,3671000000,5487000000,5616000000,6548000000,7833000000,10598000000,11343000000,11135000000,11850000000,11863000000,12038000000,4568000000,
Palau,PLW,OC,,,,2000000,2000000,630000019073486,740000009536743,860000038146973,740000009536743,9000000,8000000,810000038146973,839999961853027,810000038146973,640000009536743,6000000,830000019073486,101999998092651,101999998092651,939999961853027,128000001907349,143000001907349,136999998092651,,,,Fiscal year ends on September 30; reporting period for national accounts data: FY.
Papua New Guinea,PNG,OC,58000000,72000000,78000000,52000000,53000000,50000000,38000000,60000000,519000015258789,711999969482422,555999984741211,16000000,21000000,29000000,113000000,119000000,161000000,155000000,153000000,125000000,125000000,119599998474121,154600006103516,113000000,,,
Poland,POL,EU,5500000000,6240000000,5750000000,4430000000,3600000000,3315000000,3496000000,3278000000,3085000000,4769000000,5540000000,7215000000,7751000000,9898000000,7366000000,8358000000,8251000000,8540000000,8605000000,8507000000,7701000000,7876000000,8729000000,9481000000,9220000000,5202000000,
Portugal,PRT,EU,2099000000,2292000000,2070000000,2329000000,2261000000,2228000000,2114000000,2127000000,2410000000,2764000000,3049000000,3342000000,3938000000,4329000000,3780000000,3905000000,4146000000,3783000000,3902000000,4151000000,3695000000,3934000000,4601000000,5396000000,5729000000,3140000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Paraguay,PRY,SA,133000000,139000000,139000000,143000000,109000000,81000000,72000000,65000000,67000000,71000000,79000000,92000000,109000000,128000000,131000000,145000000,174000000,207000000,243000000,255000000,281000000,299000000,332000000,336000000,339000000,96000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1982-1988. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors. Kindly note that GDP per capita and GNI per capita reported are calculated from the UN WPP data which likely creates discrepancy with the official per capita figures, calculated from the latest population census results."
West Bank and Gaza,PSE,AS,162000000,191000000,218000000,279000000,290000000,283000000,348000000,366000000,303000000,328000000,214000000,208000000,384000000,467000000,471000000,515000000,595000000,643000000,625000000,507000000,596000000,606000000,792000000,806000000,890000000,558000000,National accounts data are provided in the US dollar.
French Polynesia,PYF,OC,,,,,,,,180000000,236000000,311000000,312000000,122000000,153000000,159000000,164000000,160000000,168000000,158000000,156000000,169000000,146000000,152000000,152000000,177000000,,,
Qatar,QAT,AS,,,,,320000000,307000000,366000000,423000000,471000000,691000000,1759000000,3751000000,,,,,1807000000,5648000000,6616000000,8682000000,8171000000,9089000000,9638000000,9272000000,9486000000,6742000000,
Romania,ROU,EU,697000000,665000000,681000000,458000000,402000000,425000000,449000000,396000000,479000000,539000000,923000000,1308000000,1541000000,2174000000,1469000000,1637000000,1965000000,1832000000,2005000000,2505000000,2237000000,2568000000,4377000000,5328000000,5996000000,3022000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1987-1992. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Russian Federation,RUS,EU,11599000000,10011000000,10113000000,8677000000,7097000000,8848000000,9285000000,10918000000,12880000000,15285000000,16972000000,17484000000,20424000000,23169000000,21019000000,26693000000,32902000000,42798000000,53453000000,50428000000,34932000000,23952000000,31058000000,34271000000,36152000000,9140000000,
Rwanda,RWA,AF,10000000,13000000,13000000,16000000,18000000,22000000,20000000,24000000,26000000,31000000,37000000,41000000,47000000,70000000,72000000,77000000,89000000,79000000,79000000,84000000,308000000,321000000,371000000,345000000,336000000,104000000,
Saudi Arabia,SAU,AS,,,,,,,,,,4428000000,9087000000,12979000000,20170000000,15129000000,20419000000,21135000000,17271000000,17023000000,17660000000,24118000000,19346000000,16658000000,17552000000,16651000000,15140000000,8533000000,
Sudan,SDN,AF,43000000,28000000,33000000,29000000,35000000,55000000,74000000,91000000,119000000,176000000,667000000,1414000000,1477000000,1268000000,868000000,1127000000,937000000,699000000,460000000,439000000,195000000,203000000,29000000,13000000,11000000,6000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2018-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Senegal,SEN,AF,72000000,53000000,53000000,54000000,54000000,47000000,43000000,43000000,55000000,57000000,65000000,54000000,253000000,176000000,157000000,160000000,151000000,144000000,150000000,148000000,133000000,147000000,154000000,171000000,,,
Singapore,SGP,AS,4663000000,5015000000,4358000000,3222000000,4217000000,4535000000,6600000000,8212000000,8382000000,9291000000,10070000000,11268000000,13503000000,16340000000,15704000000,18700000000,21420000000,23139000000,24407000000,25547000000,23658000000,23965000000,24999000000,26514000000,27324000000,6828000000,Fiscal year end: March 31; reporting period for national accounts data: CY.
Solomon Islands,SLB,OC,13500000,151999998092651,9000000,580000019073486,719999980926514,960000038146973,659999990463257,580000019073486,440000009536743,9000000,469999980926514,222000007629395,29000000,34000000,317999992370605,472000007629395,649000015258789,679000015258789,676999969482422,644000015258789,604000015258789,746999969482422,725999984741211,529000015258789,624000015258789,308999996185303,
Sierra Leone,SLE,AF,50000000,36000000,18000000,13000000,44000000,32000000,42000000,39000000,37000000,30000000,32000000,12000000,14000000,24000000,13000000,13000000,14000000,15000000,20000000,40000000,29000000,30000000,54000000,54000000,77000000,,
El Salvador,SLV,NA,72000000,73000000,153000000,179000000,169000000,165000000,195000000,191000000,229000000,292000000,206000000,224000000,278000000,241000000,187000000,219000000,203000000,261000000,242000000,248000000,294000000,412000000,418000000,443000000,471000000,142000000,
Serbia,SRB,EU,,,,,,,,,,,,,1042000000,1251000000,960000000,954000000,1105000000,1031000000,1117000000,1179000000,1102000000,1202000000,1381000000,1643000000,1806000000,1115000000,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised."
Sao Tome and Principe,STP,AF,,,,600000023841858,600000023841858,600000023841858,600000023841858,500000,500000,600000023841858,100000001490116,200000002980232,100000001490116,999999977648258,999999977648258,500000007450581,349999994039536,240000009536743,129999995231628,167000007629395,166000003814697,153999996185303,172000007629395,167000007629395,182000007629395,9500000,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD)
Suriname,SUR,SA,3000000,8000000,11000000,11000000,13000000,23000000,23000000,10000000,6000000,14000000,17000000,18000000,22000000,30000000,32000000,39000000,42000000,51000000,70000000,87000000,116000000,111000000,93000000,94000000,87000000,60000000,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Slovak Republic,SVK,EU,321000000,482000000,439000000,475000000,339000000,296000000,289000000,442000000,573000000,745000000,844000000,1060000000,1533000000,2240000000,2100000000,1944000000,2187000000,2140000000,2367000000,2428000000,2126000000,2240000000,2411000000,2622000000,2587000000,1224000000,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Slovenia,SVN,EU,575000000,604000000,518000000,561000000,542000000,511000000,528000000,608000000,753000000,868000000,950000000,975000000,1144000000,1358000000,1593000000,1479000000,1555000000,1359000000,1417000000,1488000000,1231000000,130540002441406,1506500000,174330004882813,167819995117188,817900024414063,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Sweden,SWE,EU,5448000000,6253000000,6518000000,7719000000,8022000000,8048000000,6921000000,7301000000,8296000000,10165000000,10014000000,9852000000,11822000000,12805000000,10552000000,12126000000,13998000000,13954000000,14152000000,14505000000,13123000000,13507000000,15063000000,15704000000,14349000000,6144000000,Fiscal year end: June 30; reporting period for national accounts data: CY.
Eswatini,SWZ,AF,43000000,42000000,38000000,58000000,34000000,31000000,30000000,26000000,22000000,48000000,49000000,49000000,51000000,46000000,72000000,61000000,30000000,44000000,38000000,54000000,50000000,30000000,65000000,41000000,32000000,36000000,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.
Sint Maarten (Dutch part),SXM,NA,59000000,62000000,65000000,99000000,171000000,127000000,137000000,140000000,144000000,80000000,94000000,86000000,83000000,88000000,81000000,83000000,88000000,92000000,89000000,88000000,92000000,98000000,88000000,69000000,67000000,19000000,
Seychelles,SYC,AF,28000000,28000000,28000000,26000000,21000000,24000000,23000000,33000000,36000000,34000000,39000000,36000000,43000000,39000000,35000000,38000000,40000000,35000000,37000000,37000000,30000000,53000000,62000000,68000000,67000000,26000000,
Syrian Arab Republic,SYR,AS,498000000,513000000,545000000,583000000,631000000,669000000,670000000,760000000,700000000,650000000,550000000,540000000,645000000,800000000,882000000,1510000000,774000000,,,,,,,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2024. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Togo,TGO,AF,18000000,3000000,5000000,3000000,3000000,2000000,5000000,5000000,7000000,8000000,8000000,5000000,17000000,19000000,47000000,46000000,57000000,34000000,45000000,41000000,37000000,38000000,39000000,42000000,43000000,,
Thailand,THA,AS,4271000000,4286000000,3416000000,1960000000,2474000000,2772000000,2924000000,3303000000,2921000000,4514000000,3803000000,4599000000,5144000000,5012000000,4429000000,5627000000,5717000000,6248000000,6481000000,7071000000,7718000000,9072000000,10504000000,12083000000,12355000000,2865000000,Fiscal year end: September 30; reporting period for national accounts data: CY.
Tajikistan,TJK,AS,,,,,,,,170000004768372,209999990463257,340000009536743,379999995231628,6000000,7000000,108000001907349,580000019073486,,309999990463257,390000009536743,229999995231628,,,359999990463257,409999990463257,101999998092651,519999980926514,3500000,
Timor-Leste,TLS,OC,,,,,,,,,,,,170000004768372,3000000,40000000,58000000,52000000,49000000,73000000,40000000,66000000,83000000,102000000,121000000,115000000,92000000,54000000,
Tonga,TON,OC,,,,,,,320000004768372,320000004768372,329999995231628,609999990463257,379999995231628,810000038146973,989999961853027,989999961853027,709999990463257,769999980926514,118000001907349,141999998092651,178999996185303,207000007629395,232000007629395,20500000,342999992370605,36000000,39000000,33000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Trinidad and Tobago,TTO,NA,69000000,76000000,72000000,67000000,83000000,147000000,151000000,186000000,107000000,96000000,180000000,93000000,94000000,75000000,105000000,71000000,150000000,196000000,89000000,124000000,207000000,187000000,97000000,98000000,86000000,33000000,
Tunisia,TUN,AF,251000000,251000000,235000000,235000000,239000000,263000000,273000000,260000000,300000000,340000000,374000000,410000000,437000000,458000000,415000000,547000000,607000000,593000000,675000000,681000000,696000000,749000000,795000000,864000000,798000000,369000000,
Turkiye,TUR,AS,911000000,1265000000,1716000000,1754000000,1471000000,1713000000,1738000000,1880000000,2113000000,2524000000,3104000000,2989000000,3649000000,3824000000,4575000000,5194000000,4883000000,4094000000,4817000000,5072000000,5368000000,4783000000,4823000000,4595000000,4110000000,1040000000,
Tuvalu,TUV,OC,,,,,,,359999990463257,329999995231628,3500000,379999995231628,4000000,496000003814697,58899998664856,719999980926514,630000019073486,740000009536743,964999961853027,9500000,459999990463257,509999990463257,640000009536743,780000019073486,630000019073486,709999990463257,630000019073486,,
Tanzania,TZA,AF,360000000,412000000,407000000,493000000,370000000,337000000,327000000,337000000,353000000,445000000,554000000,534000000,595000000,721000000,766000000,830000000,899000000,967000000,1034000000,1102000000,1195000000,922000000,807000000,738000000,651099975585938,,
Uganda,UGA,AF,80000000,135000000,113000000,95000000,,,,,,108000000,124000000,123000000,132000000,156000000,192000000,320000000,405000000,484000000,208000000,189000000,186000000,208000000,214000000,333000000,418000000,110000000,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Ukraine,UKR,EU,210000000,308000000,305000000,340000000,364000000,470000000,566000000,657000000,789000000,2463000000,2805000000,2834000000,3569000000,4023000000,3330000000,3742000000,4461000000,5104000000,5763000000,5061000000,5101000000,5970000000,7121000000,7899000000,8517000000,4691000000,
Uruguay,URY,SA,236000000,192000000,264000000,265000000,280000000,281000000,257000000,178000000,169000000,194000000,252000000,213000000,239000000,358000000,336000000,419000000,644000000,878000000,1294000000,1311000000,1158000000,855000000,996000000,1033000000,1210000000,341000000,General Government final consumption expenditure includes Non-Profit Institutions Serving Households final concumption expenditure
United States,USA,NA,46379000000,49672000000,53808000000,58451000000,58864000000,64174000000,60525000000,59017000000,61244000000,70332000000,74111000000,78374000000,82605000000,84318000000,82510000000,85165000000,86623000000,90340000000,91117000000,96248000000,102666000000,109156000000,117929000000,126140000000,133285000000,35806000000,
St. Vincent and the Grenadines,VCT,NA,7000000,8000000,7000000,8000000,9000000,10000000,12000000,10000000,13000000,14000000,15000000,16000000,20000000,18000000,14000000,15000000,131000003814697,136999998092651,141000003814697,21000000,23000000,23000000,24000000,25000000,25000000,9000000,
"Venezuela, RB",VEN,SA,1714000000,2233000000,755000000,891000000,1039000000,1058000000,1108000000,981000000,859000000,1077000000,1276000000,1229000000,1542000000,1810000000,1895000000,2013000000,2584000000,2637000000,3230000000,2428000000,2101000000,1812000000,,,,,"National Accounts data for the period 1960–2014 are sourced from the Central Bank of Venezuela. Estimates for 2015–2024 are derived from the IMF World Economic Outlook (WEO), following methodological consultations with the IMF’s Latin America and the Caribbean (LAC) and Statistics Departments. Final estimates were reviewed by the World Bank Group's Prosperity Vertical."
Vanuatu,VUT,OC,5000000,5000000,5000000,8000000,9000000,9000000,8000000,9000000,12000000,13000000,11000000,9000000,11000000,29000000,24000000,30000000,35000000,37000000,41000000,37000000,30000000,25000000,16000000,17000000,26000000,18000000,
Samoa,WSM,OC,320000004768372,370000004768372,480000019073486,3500000,390000009536743,,,,,540000009536743,12500000,980000019073486,101999998092651,108999996185303,106999998092651,148999996185303,13000000,10000000,240000009536743,1500000,170000004768372,139999997615814,320000004768372,170000004768372,340000009536743,129999995231628,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
"Yemen, Rep.",YEM,AS,76000000,78000000,124000000,130000000,136000000,70000000,79000000,78000000,77000000,126000000,167000000,162000000,184000000,183000000,214000000,183000000,182000000,73000000,86000000,77000000,72000000,49000000,,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
South Africa,ZAF,AF,1849000000,1755000000,1961000000,1908000000,2028000000,2085000000,1878000000,1811000000,2889000000,3157000000,3374000000,3384000000,3927000000,4404000000,4152000000,5595000000,5283000000,4069000000,3429000000,3169000000,2998000000,2858000000,3258000000,3402000000,3141000000,928000000,Fiscal year end: March 31; reporting period for national accounts data: CY.
Zambia,ZMB,AF,,,26000000,24000000,43000000,44000000,44000000,47000000,49000000,55000000,57000000,63000000,73000000,118000000,96000000,105000000,111000000,165000000,210000000,222000000,234000000,247000000,223000000,279000000,298000000,234000000,"National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha."
Zimbabwe,ZWE,AF,,,,,,,,,,,,,,,110000000,131000000,228000000,272000000,337000000,342000000,476000000,327000000,315000000,248000000,204000000,135000000,"National Accounts data are reported in Zimbabwe Gold (ZIG). 
The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
